chr	start	end	strand	pvalue	qvalue	meth.diff
chr11	27864001	27865000	*	1	0	13.4135338345865
chr11	29305001	29306000	*	1	0	10.1455301455301
chr11	29713001	29714000	*	1	0	10.7258201597824
chr11	31818001	31819000	*	1	0	17.2181440422275
chr11	31820001	31821000	*	1	0	12.5705793994171
chr11	31823001	31824000	*	1	0	17.0430649575112
chr11	31826001	31827000	*	1	0	12.957533118154
chr11	34356001	34357000	*	1	0	-10.6691851052348
chr11	34602001	34603000	*	1	0	-10.5616005616006
chr11	35306001	35307000	*	1	0	19.9851216523718
chr11	40115001	40116000	*	1	0	11.55786576976
chr11	44270001	44271000	*	1	0	-18.6065468274057
chr11	44569001	44570000	*	1	0	19.6074401397595
chr11	44632001	44633000	*	1	0	11.7558392178164
chr11	44633001	44634000	*	1	0	17.8911305671869
chr11	44708001	44709000	*	1	0	-11.8303571428571
chr11	44917001	44918000	*	1	0	29.1327598232969
chr11	44974001	44975000	*	1	0	-30.9595202398801
chr11	45110001	45111000	*	1	0	16.8312831103529
chr11	45164001	45165000	*	1	0	16.2968975468975
chr11	45268001	45269000	*	1	0	-11.2740241727759
chr11	45424001	45425000	*	1	0	-10.5312208760485
chr11	45501001	45502000	*	1	0	10.9920634920635
chr11	45658001	45659000	*	1	0	13.0876176838326
chr11	45909001	45910000	*	1	0	-10.6375459428895
chr11	45933001	45934000	*	1	0	-13.2544961813255
chr11	46345001	46346000	*	1	0	18.5639070442992
chr11	46352001	46353000	*	1	0	-11.7329489321191
chr11	46362001	46363000	*	1	0	-10.0836202656173
chr11	46363001	46364000	*	0.999999809027855	0	-12.6190476190476
chr11	46370001	46371000	*	1	0	-22.405587046471
chr11	46675001	46676000	*	1	0	25.3311696117322
chr11	47328001	47329000	*	1	0	13.8043478260869
chr11	47377001	47378000	*	0.999999928663561	0	16.5632754342432
chr11	47378001	47379000	*	1	0	12.9596708655018
chr11	47392001	47393000	*	1	0	36.3792679931221
chr11	47394001	47395000	*	1	0	20.1805236272682
chr11	47395001	47396000	*	1	0	14.9257531802505
chr11	47438001	47439000	*	1	0	-14.1530412034009
chr11	47470001	47471000	*	1	0	-15.1292596944771
chr11	47529001	47530000	*	1	0	-13.2958801498127
chr11	47566001	47567000	*	1	0	12.1301601004552
chr11	47577001	47578000	*	1	0	-12.0047337278107
chr11	47584001	47585000	*	1	0	-12.5294048459186
chr11	47589001	47590000	*	1	0	-24.1664733256395
chr11	48012001	48013000	*	1	0	11.551116333725
chr11	49073001	49074000	*	1	0	16.574719932361
chr11	50183001	50184000	*	1	0	-12.8367346938775
chr11	50267001	50268000	*	1	0	-11.5806853287939
chr11	55866001	55867000	*	1	0	12.7083333333333
chr11	57236001	57237000	*	1	0	11.0417310399286
chr11	57467001	57468000	*	1	0	-14.966874293325
chr11	60841001	60842000	*	1	0	16.6666666666667
chr11	60922001	60923000	*	1	0	-21.9337416649066
chr11	60950001	60951000	*	1	0	20.1442968392121
chr11	60951001	60952000	*	1	0	25.8026213110102
chr11	61007001	61008000	*	1	0	11.181562355288
chr11	61062001	61063000	*	1	0	-12.3805668016194
chr11	61071001	61072000	*	1	0	16.3471074380165
chr11	61507001	61508000	*	1	0	11.8473895582329
chr11	61528001	61529000	*	1	0	-25.0475181503755
chr11	61555001	61556000	*	1	0	-10.8030320531194
chr11	61566001	61567000	*	1	0	-10.3896103896104
chr11	61576001	61577000	*	1	0	-21.1612142646625
chr11	61737001	61738000	*	1	0	13.4909090909091
chr11	61745001	61746000	*	1	0	-12.2394594080137
chr11	61747001	61748000	*	1	0	-36.8421052631579
chr11	61755001	61756000	*	1	0	-10.6243324076052
chr11	61776001	61777000	*	1	0	12.3235294117647
chr11	61777001	61778000	*	1	0	-21.1905693657519
chr11	61785001	61786000	*	1	0	-12.725075230625
chr11	62112001	62113000	*	1	0	-28.9795188649561
chr11	62169001	62170000	*	1	0	-16.9443315725315
chr11	62397001	62398000	*	1	0	-15.1637960148598
chr11	62444001	62445000	*	1	0	15.6912754762069
chr11	62770001	62771000	*	1	0	10.8590788093894
chr11	62921001	62922000	*	1	0	-10.1032938076416
chr11	62925001	62926000	*	1	0	39.3416166739428
chr11	63506001	63507000	*	1	0	10.989010989011
chr11	63594001	63595000	*	1	0	15.430790960452
chr11	63664001	63665000	*	1	0	-10.3099730458221
chr11	63764001	63765000	*	1	0	-16.4396126691121
chr11	63784001	63785000	*	1	0	16.4368421052632
chr11	63898001	63899000	*	1	0	-21.9444444444444
chr11	63996001	63997000	*	1	0	-10.0595255323049
chr11	64048001	64049000	*	1	0	-13.2012413463834
chr11	64131001	64132000	*	1	0	-13.7341485507246
chr11	64164001	64165000	*	1	0	-19.2156862745098
chr11	64235001	64236000	*	1	0	-40.5703356685434
chr11	64252001	64253000	*	1	0	14.8032254880902
chr11	64281001	64282000	*	1	0	-11.9090561294201
chr11	64313001	64314000	*	1	0	-11.2461039374086
chr11	64559001	64560000	*	1	0	-10.8654647541343
chr11	64568001	64569000	*	1	0	-27.742025416444
chr11	64714001	64715000	*	1	0	11.0278621622955
chr11	64759001	64760000	*	1	0	13.7861635220126
chr11	64765001	64766000	*	1	0	-41.7882836587873
chr11	64766001	64767000	*	1	0	-29.0803188228081
chr11	64874001	64875000	*	1	0	11.8352721229747
chr11	64990001	64991000	*	0.999999928663561	0	25.3478523895947
chr11	65116001	65117000	*	1	0	-12.599171107164
chr11	65118001	65119000	*	1	0	-10.2740579258798
chr11	65214001	65215000	*	1	0	16.5059466409515
chr11	65298001	65299000	*	1	0	-10.1084183673469
chr11	65321001	65322000	*	1	0	-17.8040068333592
chr11	65322001	65323000	*	1	0	-10.5624483043838
chr11	65340001	65341000	*	1	0	13.1187076522605
chr11	65356001	65357000	*	1	0	-21.6492002206288
chr11	65377001	65378000	*	1	0	12.424143021158
chr11	65378001	65379000	*	1	0	12.1212121212121
chr11	65471001	65472000	*	1	0	-25.0980392156863
chr11	65472001	65473000	*	1	0	11.5931968066644
chr11	65546001	65547000	*	1	0	12.4066796604522
chr11	65585001	65586000	*	1	0	-13.2740755505823
chr11	65592001	65593000	*	1	0	-10.2602160376337
chr11	65620001	65621000	*	1	0	13.4096109839817
chr11	65642001	65643000	*	1	0	-14.0142611859729
chr11	65815001	65816000	*	1	0	-10.6349206349206
chr11	65867001	65868000	*	1	0	-23.2413287738153
chr11	66288001	66289000	*	1	0	-11.0793407660819
chr11	66335001	66336000	*	1	0	18.5267857142857
chr11	66389001	66390000	*	1	0	15.7285132021974
chr11	66615001	66616000	*	1	0	-10.9361624067506
chr11	66692001	66693000	*	1	0	-29.3816999589948
chr11	66707001	66708000	*	1	0	11.7386130044358
chr11	66718001	66719000	*	1	0	-15.7573839662447
chr11	66849001	66850000	*	1	0	23.7110578568983
chr11	66860001	66861000	*	1	0	-11.6872718221042
chr11	67031001	67032000	*	1	0	-17.6616915422886
chr11	67117001	67118000	*	1	0	12.8896715154126
chr11	67277001	67278000	*	1	0	13.8649411114838
chr11	67286001	67287000	*	1	0	15.619560056971
chr11	67371001	67372000	*	0.999999879922881	0	12.6873126873127
chr11	67405001	67406000	*	1	0	24.3169398907104
chr11	67409001	67410000	*	1	0	13.6500673902249
chr11	67437001	67438000	*	1	0	17.9536454693687
chr11	67442001	67443000	*	1	0	-16.5322997416021
chr11	67493001	67494000	*	1	0	11.5530303030303
chr11	67646001	67647000	*	1	0	15.5532346762963
chr11	67650001	67651000	*	1	0	20.3132811198134
chr11	67699001	67700000	*	1	0	-13.3433283358321
chr11	67700001	67701000	*	1	0	-24.5783005710376
chr11	68002001	68003000	*	1	0	10.3033666296707
chr11	68010001	68011000	*	1	0	10.2285796060677
chr11	68040001	68041000	*	1	0	13.8320838403266
chr11	68142001	68143000	*	1	0	51.4102564102564
chr11	68216001	68217000	*	1	0	14.4726039236021
chr11	68297001	68298000	*	1	0	15.6275209293154
chr11	68308001	68309000	*	1	0	15.8065618591934
chr11	68331001	68332000	*	1	0	11.2429113989907
chr11	68366001	68367000	*	1	0	15.541725162504
chr11	68750001	68751000	*	1	0	-12.4955927832455
chr11	69035001	69036000	*	1	0	14.9656495636566
chr11	69087001	69088000	*	1	0	-15.3722334004024
chr11	69088001	69089000	*	1	0	19.3726794554455
chr11	69122001	69123000	*	1	0	19.4489543871335
chr11	69127001	69128000	*	1	0	-10.8906444975857
chr11	69445001	69446000	*	1	0	10.7275321612157
chr11	69480001	69481000	*	1	0	15.9569892473118
chr11	69489001	69490000	*	1	0	-27.9035881245826
chr11	69646001	69647000	*	1	0	-10.9417631300539
chr11	69669001	69670000	*	1	0	-13.9088729016787
chr11	69797001	69798000	*	1	0	52.6826115061409
chr11	69862001	69863000	*	1	0	10.4664930144447
chr11	69874001	69875000	*	1	0	10.460325523038
chr11	69875001	69876000	*	1	0	-14.1657353787802
chr11	69891001	69892000	*	1	0	10.844375789092
chr11	70067001	70068000	*	1	0	-11.4194334450198
chr11	70073001	70074000	*	1	0	11.1766810052894
chr11	70111001	70112000	*	1	0	10.6148282097649
chr11	70158001	70159000	*	1	0	-10.4099462365591
chr11	70609001	70610000	*	1	0	15.3907203907204
chr11	70629001	70630000	*	1	0	-13.7832837261684
chr11	70631001	70632000	*	1	0	-38.7691290863796
chr11	70887001	70888000	*	1	0	-10.8456295408584
chr11	70902001	70903000	*	1	0	-10.4831137361805
chr11	70949001	70950000	*	1	0	-10.2575162834836
chr11	71130001	71131000	*	1	0	15.9853249475891
chr11	71140001	71141000	*	1	0	-12.8997385358005
chr11	71266001	71267000	*	1	0	14.4711788125325
chr11	71277001	71278000	*	1	0	10.4467564259486
chr11	71366001	71367000	*	1	0	11.3110788582487
chr11	72772001	72773000	*	1	0	-12.2067648663393
chr11	73362001	73363000	*	1	0	-10.6334411261176
chr11	73713001	73714000	*	1	0	-24.1942461605018
chr11	73957001	73958000	*	1	0	33.8293321532618
chr11	73965001	73966000	*	1	0	-20.7154088050314
chr11	73981001	73982000	*	1	0	13.0811662726556
chr11	74576001	74577000	*	1	0	14.6561303864675
chr11	74697001	74698000	*	1	0	27.3957688448648
chr11	75249001	75250000	*	1	0	10.7408215381062
chr11	75342001	75343000	*	1	0	13.0133356884218
chr11	75373001	75374000	*	0.999999979406944	0	19.6078431372549
chr11	76141001	76142000	*	1	0	-11.3247863247863
chr11	76207001	76208000	*	1	0	-39.6186003303055
chr11	76241001	76242000	*	1	0	14.0183792815372
chr11	76615001	76616000	*	1	0	10.4011336385437
chr11	76664001	76665000	*	1	0	30.6290185142149
chr11	77082001	77083000	*	1	0	17.6685036032217
chr11	77126001	77127000	*	1	0	-10.5236740839886
chr11	77137001	77138000	*	1	0	-13.3790737564322
chr11	77148001	77149000	*	1	0	-12.9652377905737
chr11	79600001	79601000	*	1	0	15.0297691868526
chr11	83008001	83009000	*	1	0	16.4835164835165
chr11	85484001	85485000	*	1	0	54.2254733218589
chr11	86799001	86800000	*	1	0	-22.4719101123595
chr11	88509001	88510000	*	1	0	12.8764568764569
chr11	92026001	92027000	*	1	0	25.9209100758397
chr11	94650001	94651000	*	1	0	13.8830236486487
chr11	95037001	95038000	*	1	0	-10.974223060732
chr11	95149001	95150000	*	1	0	10.3219020401683
chr11	96341001	96342000	*	1	0	21.0304800594733
chr11	96539001	96540000	*	1	0	-19.7877900071264
chr11	101070001	101071000	*	1	0	13.1868131868132
chr11	102180001	102181000	*	1	0	-11.2109215017065
chr11	103516001	103517000	*	1	0	10.4298801973221
chr11	105107001	105108000	*	1	0	11.2893642305407
chr11	110130001	110131000	*	1	0	-22.8418027828191
chr11	111223001	111224000	*	1	0	20.5493518161982
chr11	111918001	111919000	*	1	0	12.9306172730872
chr11	112334001	112335000	*	1	0	15.8823529411765
chr11	113267001	113268000	*	1	0	-13.5415582162068
chr11	113436001	113437000	*	1	0	-11.9529652351738
chr11	113935001	113936000	*	1	0	-15.3151260504202
chr11	114063001	114064000	*	1	0	-18.0224850188259
chr11	114155001	114156000	*	1	0	-19.0874351279556
chr11	114199001	114200000	*	0.999999892336845	0	-14.098543248234
chr11	114614001	114615000	*	1	0	11.0763888888889
chr11	114889001	114890000	*	1	0	-10.2724012833686
chr11	115025001	115026000	*	1	0	26.2860541183467
chr11	115085001	115086000	*	1	0	14.7899159663866
chr11	115462001	115463000	*	1	0	-13.810509496314
chr11	115660001	115661000	*	1	0	19.3333333333333
chr11	116162001	116163000	*	1	0	-15.1526321739088
chr11	116498001	116499000	*	1	0	11.8224243149456
chr11	116581001	116582000	*	1	0	17.3881673881674
chr11	117411001	117412000	*	1	0	-11.9203980099503
chr11	117443001	117444000	*	1	0	13.0232592064653
chr11	117484001	117485000	*	1	0	19.0980392156863
chr11	117536001	117537000	*	1	0	-13.4285051067781
chr11	117794001	117795000	*	1	0	-10.4661923766557
chr11	117823001	117824000	*	1	0	12.8542666873161
chr11	117828001	117829000	*	1	0	11.4213197969543
chr11	118079001	118080000	*	1	0	16.0413818487749
chr11	118083001	118084000	*	1	0	13.5160011328236
chr11	118628001	118629000	*	1	0	13.3908951247496
chr11	118689001	118690000	*	1	0	16.2388591800356
chr11	118690001	118691000	*	0.999999838724244	0	35.739898989899
chr11	119068001	119069000	*	1	0	-10.7260273972603
chr11	119705001	119706000	*	1	0	-11.8237636906738
chr11	119839001	119840000	*	1	0	11.9557126030624
chr11	119920001	119921000	*	1	0	-13.8405390230208
chr11	120056001	120057000	*	1	0	-18.75
chr11	120073001	120074000	*	1	0	12.8945522562544
chr11	120344001	120345000	*	1	0	11.1904761904762
chr11	120516001	120517000	*	0.999999941754042	0	31.0087719298246
chr11	120547001	120548000	*	0.999999832701222	0	-12.5094268476621
chr11	120551001	120552000	*	1	0	12.1039755351682
chr11	120684001	120685000	*	1	0	-15.7834287457603
chr11	120884001	120885000	*	1	0	15.2828085817777
chr11	121134001	121135000	*	1	0	-16.6244310102398
chr11	121245001	121246000	*	1	0	15.7291317465639
chr11	121465001	121466000	*	1	0	-16.7560127499276
chr11	121964001	121965000	*	1	0	17.7838113015442
chr11	122556001	122557000	*	1	0	16.3149857118231
chr11	123185001	123186000	*	1	0	-23.5558807389793
chr11	123561001	123562000	*	1	0	-20.9057071960298
chr11	123655001	123656000	*	1	0	-11.9543650793651
chr11	124751001	124752000	*	1	0	-12.8677508162895
chr11	124759001	124760000	*	1	0	26.2704961575238
chr11	124761001	124762000	*	1	0	21.5560452856279
chr11	124868001	124869000	*	1	0	12.3215014279886
chr11	125170001	125171000	*	1	0	-15.6516179160529
chr11	125288001	125289000	*	1	0	-22.6529160739687
chr11	125328001	125329000	*	1	0	-14.8009950248756
chr11	125330001	125331000	*	1	0	-16.4224119621087
chr11	125350001	125351000	*	1	0	-14.0825859491779
chr11	125370001	125371000	*	1	0	11.7235345581802
chr11	125408001	125409000	*	1	0	-18.1070061315323
chr11	125769001	125770000	*	1	0	-16.3928571428571
chr11	125941001	125942000	*	1	0	17.7432216905901
chr11	126113001	126114000	*	1	0	42.9590017825312
chr11	126134001	126135000	*	1	0	11.1377708978328
chr11	126374001	126375000	*	1	0	-12.5436646554462
chr11	126395001	126396000	*	1	0	-16.2770562770563
chr11	126440001	126441000	*	1	0	-18.0677627868639
chr11	126844001	126845000	*	1	0	13.2148843446195
chr11	128512001	128513000	*	1	0	13.2085238547149
chr11	128765001	128766000	*	1	0	-18.3936235438381
chr11	128903001	128904000	*	1	0	19.5420186749666
chr11	129458001	129459000	*	1	0	15.4139194139194
chr11	129699001	129700000	*	1	0	10.5344454742045
chr11	130177001	130178000	*	1	0	15.0116652085156
chr11	130414001	130415000	*	1	0	33.1572815533981
chr11	130861001	130862000	*	1	0	-11.0153256704981
chr11	131669001	131670000	*	1	0	15.2821729957806
chr11	131673001	131674000	*	1	0	16.5333333333333
chr11	131888001	131889000	*	1	0	-18.0291117722057
chr11	132307001	132308000	*	1	0	-13.3173200337379
chr11	132773001	132774000	*	1	0	-15.4829339143065
chr11	133078001	133079000	*	1	0	-30.1267484724537
chr11	133787001	133788000	*	1	0	13.1156593347575
chr11	133833001	133834000	*	1	0	-19.6346063177746
chr11	133919001	133920000	*	1	0	11.4865026546026
chr11	133934001	133935000	*	1	0	-13.4774799668417
chr11	133950001	133951000	*	1	0	-33.7014925373134
chr11	133951001	133952000	*	1	0	-15.9540735234812
chr11	134018001	134019000	*	1	0	-15.1877972773495
chr11	134038001	134039000	*	1	0	-26.178627553693
chr11	134047001	134048000	*	1	0	-13.8843125353549
chr11	134176001	134177000	*	1	0	-17.970917970918
chr11	134395001	134396000	*	1	0	-11.1653272101033
chr11	134398001	134399000	*	1	0	13.5382059800664
chr11	134662001	134663000	*	1	0	-13.2411924119241
chr11	134763001	134764000	*	1	0	-16.0345811923987
chr11	135048001	135049000	*	1	0	11.1471262550399
chr12	163001	164000	*	1	0	22.1531002657788
chr12	185001	186000	*	1	0	17.3358348968105
chr12	203001	204000	*	1	0	-10.045079405926
chr12	204001	205000	*	1	0	-12.2936683912294
chr12	219001	220000	*	1	0	13.522004299943
chr12	721001	722000	*	1	0	10.596276575658
chr12	1496001	1497000	*	1	0	-27.7942170134439
chr12	1585001	1586000	*	1	0	-16.7247210863749
chr12	1802001	1803000	*	1	0	17.1249018067557
chr12	1821001	1822000	*	1	0	-15.1915113871636
chr12	1908001	1909000	*	1	0	-18.9763272049901
chr12	1927001	1928000	*	1	0	-14.7716346153846
chr12	2082001	2083000	*	1	0	-10.5602291032755
chr12	2198001	2199000	*	1	0	-18.1272639541127
chr12	2239001	2240000	*	1	0	-10.8170497114508
chr12	2295001	2296000	*	1	0	14.1606886657102
chr12	2303001	2304000	*	1	0	-20.596546310832
chr12	2489001	2490000	*	1	0	-15.3149867374005
chr12	2609001	2610000	*	1	0	-10.7634047458806
chr12	2625001	2626000	*	1	0	16.0898497198166
chr12	2846001	2847000	*	1	0	-10.9779411764706
chr12	2999001	3000000	*	1	0	-11.3279240055413
chr12	3037001	3038000	*	1	0	44.69305794607
chr12	3311001	3312000	*	1	0	-22.6315789473684
chr12	3551001	3552000	*	1	0	-18.0942904015276
chr12	3600001	3601000	*	1	0	10.9190805716869
chr12	3601001	3602000	*	1	0	10.0250526015477
chr12	4296001	4297000	*	1	0	-18.3101729371467
chr12	4392001	4393000	*	1	0	12.8796322095291
chr12	4985001	4986000	*	1	0	-13.423679150261
chr12	6180001	6181000	*	1	0	-11.5570562504796
chr12	6327001	6328000	*	1	0	20.6496327581045
chr12	6363001	6364000	*	1	0	12.0784282307856
chr12	6694001	6695000	*	1	0	-10.8333333333333
chr12	6952001	6953000	*	1	0	10.9975082388876
chr12	6961001	6962000	*	1	0	14.2039857543381
chr12	7628001	7629000	*	1	0	-18.6388807927718
chr12	7629001	7630000	*	1	0	22.6613965744401
chr12	8031001	8032000	*	1	0	-13.0888030888031
chr12	8444001	8445000	*	1	0	10.4504504504505
chr12	8564001	8565000	*	1	0	-11.2445582586428
chr12	8773001	8774000	*	1	0	13.1274131274131
chr12	8843001	8844000	*	1	0	10.6787202707361
chr12	9124001	9125000	*	1	0	10.038646687911
chr12	9325001	9326000	*	1	0	-14.639748549323
chr12	9406001	9407000	*	1	0	-17.4255156608098
chr12	9739001	9740000	*	1	0	12.338394294916
chr12	10144001	10145000	*	1	0	12.504237203645
chr12	11946001	11947000	*	1	0	-25.6347826086957
chr12	12795001	12796000	*	1	0	13.4258314629667
chr12	13718001	13719000	*	1	0	-13.5353095030514
chr12	14057001	14058000	*	1	0	-10.7650755153787
chr12	21823001	21824000	*	1	0	14.0277777777778
chr12	24901001	24902000	*	1	0	-11.276667377076
chr12	26277001	26278000	*	1	0	15.9090909090909
chr12	26784001	26785000	*	1	0	11.6434713234642
chr12	27023001	27024000	*	1	0	10.2584681496461
chr12	27709001	27710000	*	1	0	14.0861166408612
chr12	30157001	30158000	*	1	0	26.4747474747475
chr12	30797001	30798000	*	1	0	-14.5330112721417
chr12	30823001	30824000	*	1	0	18.2761025908176
chr12	31219001	31220000	*	1	0	10.5032258064516
chr12	31487001	31488000	*	1	0	12.7030501343929
chr12	31556001	31557000	*	1	0	40.5922944220817
chr12	32390001	32391000	*	1	0	14.9156206134155
chr12	32756001	32757000	*	1	0	-11.656406748746
chr12	34209001	34210000	*	1	0	-25.2897068847989
chr12	34310001	34311000	*	1	0	-16.3511187607573
chr12	34335001	34336000	*	1	0	-13.0747971682181
chr12	38904001	38905000	*	1	0	12.4003812650586
chr12	39691001	39692000	*	1	0	44.2439024390244
chr12	40383001	40384000	*	1	0	-16.6716581810921
chr12	42227001	42228000	*	1	0	-23.9949318539826
chr12	42389001	42390000	*	1	0	-13.5610766045549
chr12	43572001	43573000	*	1	0	18.5504138710198
chr12	47770001	47771000	*	1	0	-10.9481403876375
chr12	48156001	48157000	*	1	0	10.3936311366652
chr12	48675001	48676000	*	1	0	-21.4141414141414
chr12	48715001	48716000	*	1	0	-11.2431814831196
chr12	48974001	48975000	*	1	0	10.8527131782946
chr12	49091001	49092000	*	1	0	23.1010978679526
chr12	49540001	49541000	*	1	0	-19.6445659603554
chr12	49648001	49649000	*	1	0	13.6905774793868
chr12	49867001	49868000	*	1	0	-26.9947256200202
chr12	50484001	50485000	*	1	0	14.0090543259557
chr12	50843001	50844000	*	1	0	-13.4842119528391
chr12	51394001	51395000	*	1	0	27.5862068965517
chr12	51821001	51822000	*	1	0	-20.9086153566578
chr12	51849001	51850000	*	1	0	14.2664980359852
chr12	51917001	51918000	*	1	0	10.9140332993544
chr12	51923001	51924000	*	1	0	18.7966790381875
chr12	52057001	52058000	*	1	0	-10.1408340198501
chr12	52087001	52088000	*	1	0	-10.3894249285614
chr12	52096001	52097000	*	1	0	-11.566265060241
chr12	52316001	52317000	*	1	0	14.5396825396825
chr12	53026001	53027000	*	1	0	-24.5977011494253
chr12	53038001	53039000	*	1	0	-10.3211363285472
chr12	53213001	53214000	*	1	0	-16.1185349304161
chr12	53289001	53290000	*	1	0	11.950146627566
chr12	53328001	53329000	*	1	0	10.5574763292884
chr12	53442001	53443000	*	1	0	12.9883532360313
chr12	54129001	54130000	*	1	0	25.8787239223963
chr12	54186001	54187000	*	1	0	12.0494240059457
chr12	54188001	54189000	*	1	0	18.7650608529573
chr12	54220001	54221000	*	1	0	13.9557934383983
chr12	54361001	54362000	*	1	0	-14.421163202123
chr12	56115001	56116000	*	1	0	21.9229569557081
chr12	56360001	56361000	*	1	0	11.3096884855862
chr12	56803001	56804000	*	1	0	-16.7974669229899
chr12	57094001	57095000	*	1	0	14.1025641025641
chr12	57142001	57143000	*	1	0	-10.012285012285
chr12	57168001	57169000	*	1	0	-17.6412385534689
chr12	57185001	57186000	*	1	0	-17.4082071058844
chr12	57211001	57212000	*	0.999999878751369	0	-13.1547619047619
chr12	57212001	57213000	*	1	0	-12.6767508496035
chr12	57609001	57610000	*	1	0	-11.8614058875604
chr12	57627001	57628000	*	1	0	12.0208649743256
chr12	59390001	59391000	*	1	0	29.8873137041076
chr12	62731001	62732000	*	1	0	-16.8911709789277
chr12	62793001	62794000	*	1	0	-14.8484848484848
chr12	64543001	64544000	*	1	0	-10.4003337136688
chr12	68365001	68366000	*	1	0	17.368202573682
chr12	69936001	69937000	*	1	0	-15.2199074074074
chr12	72857001	72858000	*	1	0	-17.6166265275176
chr12	76673001	76674000	*	1	0	13.8670411985019
chr12	80707001	80708000	*	1	0	15.6428453124212
chr12	94588001	94589000	*	1	0	-10.7692307692308
chr12	94944001	94945000	*	1	0	10.103954068485
chr12	98307001	98308000	*	1	0	15.1728311020346
chr12	98456001	98457000	*	0.999999894995605	0	-17.0057698147586
chr12	101086001	101087000	*	1	0	11.3345068734999
chr12	104633001	104634000	*	1	0	-11.6372692433236
chr12	106245001	106246000	*	1	0	-10.6837606837607
chr12	106580001	106581000	*	1	0	16.2183376469091
chr12	106809001	106810000	*	1	0	-12.0731707317073
chr12	107601001	107602000	*	1	0	10.4882459312839
chr12	107645001	107646000	*	1	0	16.4941918788073
chr12	107646001	107647000	*	1	0	-11.8313992263572
chr12	108255001	108256000	*	1	0	-13.7096774193548
chr12	108327001	108328000	*	1	0	-25.1460225345744
chr12	108328001	108329000	*	1	0	27.1094189881224
chr12	108592001	108593000	*	1	0	14.9089068825911
chr12	108628001	108629000	*	1	0	14.8351648351648
chr12	108635001	108636000	*	1	0	28.6382536382536
chr12	108811001	108812000	*	1	0	-10.1311194070021
chr12	109264001	109265000	*	1	0	-14.5304721030043
chr12	109725001	109726000	*	1	0	-10.0162601626016
chr12	109734001	109735000	*	1	0	34.6853146853147
chr12	109832001	109833000	*	1	0	16.582340408743
chr12	109915001	109916000	*	1	0	14.0229885057471
chr12	110605001	110606000	*	1	0	27.3504273504273
chr12	111032001	111033000	*	0.99999998318584	0	-16.9399269830733
chr12	111151001	111152000	*	1	0	-11.3095238095238
chr12	111293001	111294000	*	1	0	-12.252553630296
chr12	111407001	111408000	*	1	0	10.3278775172219
chr12	111409001	111410000	*	1	0	10.2698545861298
chr12	111428001	111429000	*	1	0	15.766306522609
chr12	111429001	111430000	*	1	0	11.4670868347339
chr12	112308001	112309000	*	1	0	-12.6334841628959
chr12	113093001	113094000	*	1	0	13.4721087479172
chr12	113099001	113100000	*	1	0	12.6419809177647
chr12	113286001	113287000	*	1	0	29.3125347304914
chr12	113515001	113516000	*	1	0	16.7122778964055
chr12	113570001	113571000	*	1	0	15.902054601745
chr12	113678001	113679000	*	0.999999939375684	0	11.1815068493151
chr12	113770001	113771000	*	1	0	10.741452991453
chr12	113827001	113828000	*	1	0	13.3969763645397
chr12	113912001	113913000	*	1	0	36.357370347483
chr12	116072001	116073000	*	1	0	-22.9030754892824
chr12	116987001	116988000	*	1	0	21.7543859649123
chr12	117002001	117003000	*	1	0	15.3192311407322
chr12	117063001	117064000	*	1	0	14.0562248995984
chr12	117102001	117103000	*	1	0	21.6731734523146
chr12	117143001	117144000	*	1	0	11.7575757575758
chr12	117189001	117190000	*	1	0	-10.5454914040195
chr12	117646001	117647000	*	1	0	-18.9303904923599
chr12	117803001	117804000	*	1	0	29.5287778032561
chr12	118131001	118132000	*	1	0	10.2759410033037
chr12	119158001	119159000	*	1	0	-16.8988784745411
chr12	119258001	119259000	*	1	0	21.8178682304243
chr12	119596001	119597000	*	1	0	19.1858409686828
chr12	119804001	119805000	*	1	0	-13.2370242776821
chr12	120137001	120138000	*	1	0	-11.7486338797814
chr12	120216001	120217000	*	1	0	-19.2780271639042
chr12	120229001	120230000	*	1	0	14.1915066501304
chr12	120397001	120398000	*	1	0	-12.807722888806
chr12	120980001	120981000	*	1	0	10.0852272727273
chr12	121139001	121140000	*	1	0	12.3892150092081
chr12	121444001	121445000	*	1	0	-11.5378367402193
chr12	121453001	121454000	*	1	0	17.8649362026497
chr12	121679001	121680000	*	1	0	-25.668449197861
chr12	121789001	121790000	*	1	0	23.239825501132
chr12	121918001	121919000	*	1	0	10.7366140961507
chr12	122004001	122005000	*	1	0	-18.1672260323946
chr12	122005001	122006000	*	1	0	-20.9090909090909
chr12	122020001	122021000	*	1	0	13.424978687127
chr12	122032001	122033000	*	0.999999827706132	0	-10.5756097560976
chr12	122054001	122055000	*	1	0	-26.1692946058091
chr12	122184001	122185000	*	1	0	22.6392961876833
chr12	122355001	122356000	*	1	0	-28.0861037158395
chr12	122792001	122793000	*	1	0	-14.1293013555787
chr12	122857001	122858000	*	1	0	-17.0770633834929
chr12	122862001	122863000	*	1	0	-11.7552481494964
chr12	122888001	122889000	*	1	0	15.7990867579909
chr12	122941001	122942000	*	1	0	-27.03125
chr12	122947001	122948000	*	1	0	-17.206676485027
chr12	122976001	122977000	*	1	0	-29.6796618872694
chr12	123056001	123057000	*	1	0	-20.2360008581849
chr12	123078001	123079000	*	1	0	-32.8660271951091
chr12	123253001	123254000	*	1	0	-10.8614047219204
chr12	123526001	123527000	*	1	0	-10.1213282247765
